Date,kWh produced,On/Off,location,type,ID
2017-01-20,3.22924,1,269,A,1
2017-01-21,6.324931,1,269,A,1
2017-01-22,0.0,0,269,A,1
2017-01-23,2.565019,1,269,A,1
2017-01-24,3.644372,1,269,A,1
2017-01-25,3.413689,1,269,A,1
2017-01-26,8.770532,1,269,A,1
2017-01-27,6.38727,1,269,A,1
2017-01-28,8.869682,1,269,A,1
2017-01-29,35.820379,1,269,A,1
2017-01-30,19.169368,1,269,A,1
2017-01-31,3.777989,1,269,A,1
2017-02-01,17.416069,1,269,A,1
2017-02-02,26.557265,1,269,A,1
2017-02-03,10.527208,1,269,A,1
2017-02-04,7.930221,1,269,A,1
2017-02-05,3.216899,1,269,A,1
2017-02-06,1.857089,1,269,A,1
2017-02-07,39.430834,1,269,A,1
2017-02-08,59.234878,1,269,A,1
2017-02-09,55.378572,1,269,A,1
2017-02-10,32.728185,1,269,A,1
2017-02-11,45.922652,1,269,A,1
2017-02-12,56.804742,1,269,A,1
2017-02-13,43.760524,1,269,A,1
2017-02-14,9.872165,1,269,A,1
2017-02-15,3.955431,1,269,A,1
2017-02-16,34.94736,1,269,A,1
2017-02-17,16.770515,1,269,A,1
2017-02-18,4.029925,1,269,A,1
2017-02-19,30.711026,1,269,A,1
2017-02-20,60.578554,1,269,A,1
2017-02-21,48.447587,1,269,A,1
2017-02-22,0.0,0,269,A,1
2017-02-23,0.0,0,269,A,1
2017-02-24,31.26633,1,269,A,1
2017-02-25,62.717302,1,269,A,1
2017-02-26,65.604838,1,269,A,1
2017-02-27,0.0,0,269,A,1
2017-02-28,65.52309,1,269,A,1
2017-03-01,21.639473,1,269,A,1
2017-03-02,63.270908,1,269,A,1
2017-03-03,17.752484,1,269,A,1
2017-03-04,7.722561,1,269,A,1
2017-03-05,54.689723,1,269,A,1
2017-03-06,3.517188,1,269,A,1
2017-03-07,2.675509,1,269,A,1
2017-03-08,36.102318,1,269,A,1
2017-03-09,38.284839,1,269,A,1
2017-03-10,1.929502,1,269,A,1
2017-03-11,2.832012,1,269,A,1
2017-03-12,8.831864,1,269,A,1
2017-03-13,3.388498,1,269,A,1
2017-03-14,36.508027,1,269,A,1
2017-03-15,3.405058,1,269,A,1
2017-03-16,11.981463,1,269,A,1
2017-03-17,63.044705,1,269,A,1
2017-03-18,53.703165,1,269,A,1
2017-03-19,65.781697,1,269,A,1
2017-03-20,65.628325,1,269,A,1
2017-03-21,48.372477,1,269,A,1
2017-03-22,10.034346,1,269,A,1
2017-03-23,41.386419,1,269,A,1
2017-03-24,51.08188,1,269,A,1
2017-03-25,37.381924,1,269,A,1
2017-03-26,17.525813,1,269,A,1
2017-03-27,4.657102,1,269,A,1
2017-03-28,7.414343,1,269,A,1
2017-03-29,41.56217,1,269,A,1
2017-03-30,23.445875,1,269,A,1
2017-03-31,23.858921,1,269,A,1
2017-04-01,2.258497,1,269,A,1
2017-04-02,7.837695,1,269,A,1
2017-04-03,1.583329,1,269,A,1
2017-04-04,1.500507,1,269,A,1
2017-04-05,36.260432,1,269,A,1
2017-04-06,19.462805,1,269,A,1
2017-04-07,23.469742,1,269,A,1
2017-04-08,1.97551,1,269,A,1
2017-04-09,3.5615,1,269,A,1
2017-04-10,44.794283,1,269,A,1
2017-04-11,33.553116,1,269,A,1
2017-04-12,53.945544,1,269,A,1
2017-04-13,35.18779,1,269,A,1
2017-04-14,28.09982,1,269,A,1
2017-04-15,59.230447,1,269,A,1
2017-04-16,22.667003,1,269,A,1
2017-04-17,34.716855,1,269,A,1
2017-04-18,16.609616,1,269,A,1
2017-04-19,3.832099,1,269,A,1
2017-04-20,5.923196,1,269,A,1
2017-04-21,38.407147,1,269,A,1
2017-04-22,39.914449,1,269,A,1
2017-04-23,11.824849,1,269,A,1
2017-04-24,47.548671,1,269,A,1
2017-04-25,42.683485,1,269,A,1
2017-04-26,5.301404,1,269,A,1
2017-04-27,18.002997,1,269,A,1
2017-04-28,10.12963,1,269,A,1
2017-04-29,5.723139,1,269,A,1
2017-04-30,52.266603,1,269,A,1
2017-05-01,7.315561,1,269,A,1
2017-05-02,9.192266,1,269,A,1
2017-05-03,25.372569,1,269,A,1
2017-05-04,63.29117,1,269,A,1
2017-05-05,39.030955,1,269,A,1
2017-05-06,38.778527,1,269,A,1
2017-05-07,21.236075,1,269,A,1
2017-05-08,36.394363,1,269,A,1
2017-05-09,3.678994,1,269,A,1
2017-05-10,2.89528,1,269,A,1
2017-05-11,12.178701,1,269,A,1
2017-05-12,6.815224,1,269,A,1
2017-05-13,9.769286,1,269,A,1
2017-05-14,11.291534,1,269,A,1
2017-05-15,10.799737,1,269,A,1
2017-05-16,10.397128,1,269,A,1
2017-05-17,10.758319,1,269,A,1
2017-05-18,19.28351,1,269,A,1
2017-05-19,47.473431,1,269,A,1
2017-05-20,11.93712,1,269,A,1
2017-05-21,6.153458,1,269,A,1
2017-05-22,3.653247,1,269,A,1
2017-05-23,18.444887,1,269,A,1
2017-05-24,7.947854,1,269,A,1
2017-05-25,4.468091,1,269,A,1
2017-05-26,12.75702,1,269,A,1
2017-05-27,21.77921,1,269,A,1
2017-05-28,9.86307,1,269,A,1
2017-05-29,10.970332,1,269,A,1
2017-05-30,42.638101,1,269,A,1
2017-05-31,11.377732,1,269,A,1
2017-06-01,2.426983,1,269,A,1
2017-06-02,4.62681,1,269,A,1
2017-06-03,5.963415,1,269,A,1
2017-06-04,26.463602,1,269,A,1
2017-06-05,28.3902,1,269,A,1
2017-06-06,65.629889,1,269,A,1
2017-06-07,0.0,0,269,A,1
2017-06-08,37.511498,1,269,A,1
2017-06-09,32.843348,1,269,A,1
2017-06-10,14.100056,1,269,A,1
2017-06-11,28.506607,1,269,A,1
2017-06-12,59.415901,1,269,A,1
2017-06-13,16.57819,1,269,A,1
2017-06-14,2.96666,1,269,A,1
2017-06-15,24.806458,1,269,A,1
2017-06-16,39.158906,1,269,A,1
2017-06-17,7.459347,1,269,A,1
2017-06-18,2.31028,1,269,A,1
2017-06-19,3.242855,1,269,A,1
2017-06-20,30.315122,1,269,A,1
2017-06-21,13.733189,1,269,A,1
2017-06-22,45.373364,1,269,A,1
2017-06-23,54.900031,1,269,A,1
2017-06-24,51.848542,1,269,A,1
2017-06-25,32.483055,1,269,A,1
2017-06-26,13.121188,1,269,A,1
2017-06-27,21.482062,1,269,A,1
2017-06-28,9.105204,1,269,A,1
2017-06-29,3.252224,1,269,A,1
2017-06-30,9.713633,1,269,A,1
2017-07-01,22.153043,1,269,A,1
2017-07-02,25.475075,1,269,A,1
2017-07-03,48.366674,1,269,A,1
2017-07-04,2.493708,1,269,A,1
2017-07-05,3.557568,1,269,A,1
2017-07-06,4.932491,1,269,A,1
2017-07-07,7.101416,1,269,A,1
2017-07-08,4.091473,1,269,A,1
2017-07-09,1.860694,1,269,A,1
2017-07-10,7.151026,1,269,A,1
2017-07-11,23.561892,1,269,A,1
2017-07-12,26.47077,1,269,A,1
2017-07-13,1.438222,1,269,A,1
2017-07-14,23.624546,1,269,A,1
2017-07-15,11.123741,1,269,A,1
2017-07-16,19.823933,1,269,A,1
2017-07-17,2.014918,1,269,A,1
2017-07-18,18.450868,1,269,A,1
2017-07-19,15.623071,1,269,A,1
2017-07-20,21.23537,1,269,A,1
2017-07-21,7.0969,1,269,A,1
2017-07-22,7.709301,1,269,A,1
2017-07-23,24.853564,1,269,A,1
2017-07-24,4.60706,1,269,A,1
2017-07-25,34.439989,1,269,A,1
2017-07-26,12.221642,1,269,A,1
2017-07-27,28.416381,1,269,A,1
2017-07-28,63.066255,1,269,A,1
2017-07-29,42.234672,1,269,A,1
2017-07-30,42.294767,1,269,A,1
2017-07-31,8.843944,1,269,A,1
2017-08-01,1.345414,1,269,A,1
2017-08-02,15.768087,1,269,A,1
2017-08-03,0.0,0,269,A,1
2017-08-04,61.046161,1,269,A,1
2017-08-05,12.656386,1,269,A,1
2017-08-06,7.885531,1,269,A,1
2017-08-07,6.451856,1,269,A,1
2017-08-08,12.062459,1,269,A,1
2017-08-09,25.825848,1,269,A,1
2017-08-10,4.220786,1,269,A,1
2017-08-11,3.874719,1,269,A,1
2017-08-12,20.835983,1,269,A,1
2017-08-13,2.811099,1,269,A,1
2017-08-14,5.147969,1,269,A,1
2017-08-15,2.452922,1,269,A,1
2017-08-16,2.229912,1,269,A,1
2017-08-17,22.978256,1,269,A,1
2017-08-18,35.89066,1,269,A,1
2017-08-19,50.908436,1,269,A,1
2017-08-20,33.78694,1,269,A,1
2017-08-21,1.803056,1,269,A,1
2017-08-22,5.621093,1,269,A,1
2017-08-23,7.593273,1,269,A,1
2017-08-24,10.93489,1,269,A,1
2017-08-25,2.462372,1,269,A,1
2017-08-26,2.21764,1,269,A,1
2017-08-27,0.0,0,269,A,1
2017-08-28,0.0,0,269,A,1
2017-08-29,4.339297,1,269,A,1
2017-08-30,19.785024,1,269,A,1
2017-08-31,10.600771,1,269,A,1
2017-09-01,1.821079,1,269,A,1
2017-09-02,1.642817,1,269,A,1
2017-09-03,1.332799,1,269,A,1
2017-09-04,6.084026,1,269,A,1
2017-09-05,17.857719,1,269,A,1
2017-09-06,48.085122,1,269,A,1
2017-09-07,26.596294,1,269,A,1
2017-09-08,59.170748,1,269,A,1
2017-09-09,15.326328,1,269,A,1
2017-09-10,57.090438,1,269,A,1
2017-09-11,0.0,0,269,A,1
2017-09-12,57.080043,1,269,A,1
2017-09-13,0.0,0,269,A,1
2017-09-14,50.015582,1,269,A,1
2017-09-15,28.144018,1,269,A,1
2017-09-16,10.839516,1,269,A,1
2017-09-17,1.730964,1,269,A,1
2017-09-18,4.206387,1,269,A,1
2017-09-19,2.592111,1,269,A,1
2017-09-20,10.027396,1,269,A,1
2017-09-21,5.85061,1,269,A,1
2017-09-22,1.22847,1,269,A,1
2017-09-23,0.0,0,269,A,1
2017-09-24,4.014265,1,269,A,1
2017-09-25,7.961367,1,269,A,1
2017-09-26,4.695586,1,269,A,1
2017-09-27,7.823335,1,269,A,1
2017-09-28,3.347851,1,269,A,1
2017-09-29,8.375842,1,269,A,1
2017-09-30,2.390431,1,269,A,1
2017-10-01,47.493319,1,269,A,1
2017-10-02,62.780055,1,269,A,1
2017-10-03,39.796827,1,269,A,1
2017-10-04,54.50226,1,269,A,1
2017-10-05,65.419192,1,269,A,1
2017-10-06,44.358781,1,269,A,1
2017-10-07,54.287743,1,269,A,1
2017-10-08,4.58579,1,269,A,1
2017-10-09,11.534693,1,269,A,1
2017-10-10,48.150694,1,269,A,1
2017-10-11,0.0,0,269,A,1
2017-10-12,42.311712,1,269,A,1
2017-10-13,49.581354,1,269,A,1
2017-10-14,19.300195,1,269,A,1
2017-10-15,11.41384,1,269,A,1
2017-10-16,19.031209,1,269,A,1
2017-10-17,14.463235,1,269,A,1
2017-10-18,2.266751,1,269,A,1
2017-10-19,6.128848,1,269,A,1
2017-10-20,63.234535,1,269,A,1
2017-10-21,57.001544,1,269,A,1
2017-10-22,61.226831,1,269,A,1
2017-10-23,24.791416,1,269,A,1
2017-10-24,54.525378,1,269,A,1
2017-10-25,36.76481,1,269,A,1
2017-10-26,13.331024,1,269,A,1
2017-10-27,31.056375,1,269,A,1
2017-10-28,65.157902,1,269,A,1
2017-10-29,65.579075,1,269,A,1
2017-10-30,12.123679,1,269,A,1
2017-10-31,35.959905,1,269,A,1
2017-11-01,38.922552,1,269,A,1
2017-11-02,6.581451,1,269,A,1
2017-11-03,5.176683,1,269,A,1
2017-11-04,20.676304,1,269,A,1
2017-11-05,12.040244,1,269,A,1
2017-11-06,2.215799,1,269,A,1
2017-11-07,0.0,0,269,A,1
2017-11-08,2.740135,1,269,A,1
2017-11-09,22.565616,1,269,A,1
2017-11-10,47.284693,1,269,A,1
2017-11-11,15.606019,1,269,A,1
2017-11-12,11.278066,1,269,A,1
2017-11-13,19.048689,1,269,A,1
2017-11-14,38.27235,1,269,A,1
2017-11-15,13.243946,1,269,A,1
2017-11-16,17.86286,1,269,A,1
2017-11-17,3.354246,1,269,A,1
2017-11-18,44.822328,1,269,A,1
2017-11-19,42.335907,1,269,A,1
2017-11-20,45.946486,1,269,A,1
2017-11-21,53.836543,1,269,A,1
2017-11-22,0.0,0,269,A,1
2017-11-23,0.0,0,269,A,1
2017-11-24,6.628052,1,269,A,1
2017-11-25,5.776903,1,269,A,1
2017-11-26,37.2388,1,269,A,1
2017-11-27,62.5085,1,269,A,1
2017-11-28,46.791245,1,269,A,1
2017-11-29,4.179674,1,269,A,1
