Date,kWh produced,On/Off,location,type,ID
2016-02-26,53.164537,1,269,1,1
2016-02-27,207.597956,1,269,1,1
2016-02-28,209.996284,1,269,1,1
2016-02-29,214.39088,1,269,1,1
2016-03-01,25.691185,1,269,1,1
2016-03-02,109.435558,1,269,1,1
2016-03-03,183.621282,1,269,1,1
2016-03-04,21.113657,1,269,1,1
2016-03-05,159.77405,1,269,1,1
2016-03-06,146.626775,1,269,1,1
2016-03-07,197.865764,1,269,1,1
2016-03-08,152.465106,1,269,1,1
2016-03-09,109.280311,1,269,1,1
2016-03-10,234.704104,1,269,1,1
2016-03-11,73.03666,1,269,1,1
2016-03-12,261.842913,1,269,1,1
2016-03-13,282.538257,1,269,1,1
2016-03-14,291.666702,1,269,1,1
2016-03-15,100.313689,1,269,1,1
2016-03-16,252.579298,1,269,1,1
2016-03-17,260.831732,1,269,1,1
2016-03-18,53.845409,1,269,1,1
2016-03-19,108.005193,1,269,1,1
2016-03-20,99.717149,1,269,1,1
2016-03-21,86.954547,1,269,1,1
2016-03-22,135.96203,1,269,1,1
2016-03-23,182.770342,1,269,1,1
2016-03-24,85.106971,1,269,1,1
2016-03-25,99.65903,1,269,1,1
2016-03-26,326.830822,1,269,1,1
2016-03-27,165.634631,1,269,1,1
2016-03-28,195.432339,1,269,1,1
2016-03-29,202.247262,1,269,1,1
2016-03-30,269.386061,1,269,1,1
2016-03-31,219.082521,1,269,1,1
2016-04-01,316.961969,1,269,1,1
2016-04-02,165.28441,1,269,1,1
2016-04-03,250.830907,1,269,1,1
2016-04-04,210.092568,1,269,1,1
2016-04-05,108.319716,1,269,1,1
2016-04-06,112.362372,1,269,1,1
2016-04-07,252.743328,1,269,1,1
2016-04-08,167.24112,1,269,1,1
2016-04-09,285.414658,1,269,1,1
2016-04-10,303.032402,1,269,1,1
2016-04-11,396.153009,1,269,1,1
2016-04-12,306.252166,1,269,1,1
2016-04-13,244.2129,1,269,1,1
2016-04-14,229.927809,1,269,1,1
2016-04-15,134.550818,1,269,1,1
2016-04-16,294.975957,1,269,1,1
2016-04-17,349.7086,1,269,1,1
2016-04-18,231.413764,1,269,1,1
2016-04-19,397.452369,1,269,1,1
2016-04-20,401.773375,1,269,1,1
2016-04-21,453.001756,1,269,1,1
2016-04-22,365.009883,1,269,1,1
2016-04-23,329.57367,1,269,1,1
2016-04-24,321.053207,1,269,1,1
2016-04-25,186.226661,1,269,1,1
2016-04-26,245.721552,1,269,1,1
2016-04-27,315.475447,1,269,1,1
2016-04-28,285.545526,1,269,1,1
2016-04-29,236.486344,1,269,1,1
2016-04-30,302.21233,1,269,1,1
2016-05-01,463.011212,1,269,1,1
2016-05-02,415.658093,1,269,1,1
2016-05-03,468.810373,1,269,1,1
2016-05-04,405.462161,1,269,1,1
2016-05-05,511.801937,1,269,1,1
2016-05-06,473.066607,1,269,1,1
2016-05-07,450.008385,1,269,1,1
2016-05-08,503.854067,1,269,1,1
2016-05-09,492.277345,1,269,1,1
2016-05-10,251.10769,1,269,1,1
2016-05-11,429.874356,1,269,1,1
2016-05-12,449.863413,1,269,1,1
2016-05-13,495.129785,1,269,1,1
2016-05-14,279.57307,1,269,1,1
2016-05-15,310.198843,1,269,1,1
2016-05-16,257.167669,1,269,1,1
2016-05-17,422.923772,1,269,1,1
2016-05-18,269.140955,1,269,1,1
2016-05-19,289.690126,1,269,1,1
2016-05-20,123.405349,1,269,1,1
2016-05-21,335.605893,1,269,1,1
2016-05-22,157.301631,1,269,1,1
2016-05-23,95.416593,1,269,1,1
2016-05-24,243.057471,1,269,1,1
2016-05-25,124.099634,1,269,1,1
2016-05-26,390.984283,1,269,1,1
2016-05-27,428.893042,1,269,1,1
2016-05-28,416.763943,1,269,1,1
2016-05-29,285.19886,1,269,1,1
2016-05-30,270.174555,1,269,1,1
2016-05-31,386.449017,1,269,1,1
2016-06-01,353.818322,1,269,1,1
2016-06-02,159.781535,1,269,1,1
2016-06-03,264.748621,1,269,1,1
2016-06-04,403.969228,1,269,1,1
2016-06-05,552.542805,1,269,1,1
2016-06-06,553.198852,1,269,1,1
2016-06-07,445.657291,1,269,1,1
2016-06-08,344.746101,1,269,1,1
2016-06-09,567.035099,1,269,1,1
2016-06-10,440.930971,1,269,1,1
2016-06-11,304.750776,1,269,1,1
2016-06-12,221.746398,1,269,1,1
2016-06-13,189.929885,1,269,1,1
2016-06-14,230.824361,1,269,1,1
2016-06-15,289.778351,1,269,1,1
2016-06-16,462.092045,1,269,1,1
2016-06-17,406.809438,1,269,1,1
2016-06-18,256.698352,1,269,1,1
2016-06-19,468.545656,1,269,1,1
2016-06-20,123.093631,1,269,1,1
2016-06-21,280.663291,1,269,1,1
2016-06-22,462.388579,1,269,1,1
2016-06-23,293.347276,1,269,1,1
2016-06-24,308.699938,1,269,1,1
2016-06-25,182.44537,1,269,1,1
2016-06-26,327.201458,1,269,1,1
2016-06-27,225.94862,1,269,1,1
2016-06-28,306.28788,1,269,1,1
2016-06-29,304.256119,1,269,1,1
2016-06-30,175.72182,1,269,1,1
2016-07-01,97.313286,1,269,1,1
2016-07-02,405.425711,1,269,1,1
2016-07-03,397.487795,1,269,1,1
2016-07-04,536.455909,1,269,1,1
2016-07-05,182.995015,1,269,1,1
2016-07-06,481.009444,1,269,1,1
2016-07-07,445.094755,1,269,1,1
2016-07-08,142.665197,1,269,1,1
2016-07-09,319.859541,1,269,1,1
2016-07-10,419.375831,1,269,1,1
2016-07-11,241.182242,1,269,1,1
2016-07-12,222.110918,1,269,1,1
2016-07-13,200.687547,1,269,1,1
2016-07-14,282.470898,1,269,1,1
2016-07-15,455.269361,1,269,1,1
2016-07-16,169.39862,1,269,1,1
2016-07-17,510.748485,1,269,1,1
2016-07-18,513.471204,1,269,1,1
2016-07-19,505.843405,1,269,1,1
2016-07-20,430.623584,1,269,1,1
2016-07-21,453.86506,1,269,1,1
2016-07-22,334.868045,1,269,1,1
2016-07-23,286.991685,1,269,1,1
2016-07-24,286.467474,1,269,1,1
2016-07-25,208.329872,1,269,1,1
2016-07-26,398.496307,1,269,1,1
2016-07-27,229.148893,1,269,1,1
2016-07-28,227.248781,1,269,1,1
2016-07-29,243.678979,1,269,1,1
2016-07-30,288.834591,1,269,1,1
2016-07-31,294.536471,1,269,1,1
2016-08-01,366.584775,1,269,1,1
2016-08-02,161.838911,1,269,1,1
2016-08-03,183.512647,1,269,1,1
2016-08-04,255.612445,1,269,1,1
2016-08-05,379.289955,1,269,1,1
2016-08-06,341.640845,1,269,1,1
2016-08-07,181.829469,1,269,1,1
2016-08-08,329.796832,1,269,1,1
2016-08-09,288.380975,1,269,1,1
2016-08-10,389.933019,1,269,1,1
2016-08-11,112.814997,1,269,1,1
2016-08-12,185.510436,1,269,1,1
2016-08-13,179.536854,1,269,1,1
2016-08-14,296.468671,1,269,1,1
2016-08-15,384.404856,1,269,1,1
2016-08-16,361.436308,1,269,1,1
2016-08-17,421.494809,1,269,1,1
2016-08-18,438.019528,1,269,1,1
2016-08-19,308.350689,1,269,1,1
2016-08-20,323.270956,1,269,1,1
2016-08-21,157.311442,1,269,1,1
2016-08-22,136.217673,1,269,1,1
2016-08-23,383.334966,1,269,1,1
2016-08-24,418.124261,1,269,1,1
2016-08-25,358.885567,1,269,1,1
2016-08-26,302.372866,1,269,1,1
2016-08-27,321.060428,1,269,1,1
2016-08-28,194.553936,1,269,1,1
2016-08-29,241.553156,1,269,1,1
2016-08-30,373.550113,1,269,1,1
2016-08-31,340.539507,1,269,1,1
2016-09-01,292.463437,1,269,1,1
2016-09-02,194.420059,1,269,1,1
2016-09-03,194.290647,1,269,1,1
2016-09-04,206.998389,1,269,1,1
2016-09-05,295.037707,1,269,1,1
2016-09-06,285.220044,1,269,1,1
2016-09-07,302.606202,1,269,1,1
2016-09-08,303.047814,1,269,1,1
2016-09-09,294.707575,1,269,1,1
2016-09-10,310.616193,1,269,1,1
2016-09-11,175.128374,1,269,1,1
2016-09-12,309.205545,1,269,1,1
2016-09-13,307.541165,1,269,1,1
2016-09-14,303.987116,1,269,1,1
2016-09-15,252.20366,1,269,1,1
2016-09-16,155.366496,1,269,1,1
2016-09-17,109.241671,1,269,1,1
2016-09-18,273.1658,1,269,1,1
2016-09-19,148.824663,1,269,1,1
2016-09-20,197.573865,1,269,1,1
2016-09-21,249.644678,1,269,1,1
2016-09-22,194.030192,1,269,1,1
2016-09-23,265.342889,1,269,1,1
2016-09-24,262.906848,1,269,1,1
2016-09-25,239.348647,1,269,1,1
2016-09-26,156.522199,1,269,1,1
2016-09-27,234.401985,1,269,1,1
2016-09-28,207.597428,1,269,1,1
2016-09-29,53.236734,1,269,1,1
2016-09-30,158.058622,1,269,1,1
2016-10-01,168.750209,1,269,1,1
2016-10-02,124.209687,1,269,1,1
2016-10-03,186.307474,1,269,1,1
2016-10-04,212.869042,1,269,1,1
2016-10-05,231.339255,1,269,1,1
2016-10-06,141.32133,1,269,1,1
2016-10-07,109.761135,1,269,1,1
2016-10-08,152.759455,1,269,1,1
2016-10-09,165.279365,1,269,1,1
2016-10-10,157.76601,1,269,1,1
2016-10-11,73.17542,1,269,1,1
2016-10-12,74.378583,1,269,1,1
2016-10-13,75.690158,1,269,1,1
2016-10-14,113.374846,1,269,1,1
2016-10-15,29.762395,1,269,1,1
2016-10-16,181.385274,1,269,1,1
2016-10-17,141.723624,1,269,1,1
2016-10-18,62.592892,1,269,1,1
2016-10-19,116.999808,1,269,1,1
2016-10-20,77.655882,1,269,1,1
2016-10-21,100.946092,1,269,1,1
2016-10-22,106.233983,1,269,1,1
2016-10-23,144.507944,1,269,1,1
2016-10-24,58.925588,1,269,1,1
2016-10-25,48.470096,1,269,1,1
2016-10-26,98.977176,1,269,1,1
2016-10-27,81.691259,1,269,1,1
2016-10-28,16.37634,1,269,1,1
2016-10-29,138.708701,1,269,1,1
2016-10-30,94.529722,1,269,1,1
2016-10-31,116.992261,1,269,1,1
2016-11-01,42.029823,1,269,1,1
2016-11-02,99.60019,1,269,1,1
2016-11-03,73.131848,1,269,1,1
2016-11-04,31.067114,1,269,1,1
2016-11-05,63.404293,1,269,1,1
2016-11-06,85.287251,1,269,1,1
2016-11-07,20.205479,1,269,1,1
2016-11-08,69.780181,1,269,1,1
2016-11-09,24.799253,1,269,1,1
2016-11-10,37.58764,1,269,1,1
2016-11-11,112.434772,1,269,1,1
2016-11-12,57.802383,1,269,1,1
2016-11-13,26.741405,1,269,1,1
2016-11-14,13.210094,1,269,1,1
2016-11-15,6.994824,1,269,1,1
2016-11-16,66.540862,1,269,1,1
2016-11-17,60.675864,1,269,1,1
2016-11-18,60.893053,1,269,1,1
2016-11-19,46.245257,1,269,1,1
2016-11-20,35.55418,1,269,1,1
2016-11-21,56.627442,1,269,1,1
2016-11-22,64.801931,1,269,1,1
2016-11-23,31.451495,1,269,1,1
2016-11-24,47.31332,1,269,1,1
2016-11-25,65.468567,1,269,1,1
2016-11-26,50.720482,1,269,1,1
2016-11-27,60.858225,1,269,1,1
2016-11-28,88.979782,1,269,1,1
2016-11-29,116.691701,1,269,1,1
2016-11-30,13.550882,1,269,1,1
2016-12-01,20.538251,1,269,1,1
2016-12-02,17.529376,1,269,1,1
2016-12-03,45.00355,1,269,1,1
2016-12-04,83.256502,1,269,1,1
2016-12-05,89.156275,1,269,1,1
2016-12-06,84.21116,1,269,1,1
2016-12-07,8.498593,1,269,1,1
2016-12-08,21.375441,1,269,1,1
2016-12-09,15.942344,1,269,1,1
2016-12-10,2.81059,1,269,1,1
2016-12-11,24.558736,1,269,1,1
2016-12-12,18.508066,1,269,1,1
2016-12-13,10.112593,1,269,1,1
2016-12-14,28.51723,1,269,1,1
2016-12-15,7.01653,1,269,1,1
2016-12-16,49.819453,1,269,1,1
2016-12-17,20.952564,1,269,1,1
2016-12-18,36.088709,1,269,1,1
2016-12-19,55.939217,1,269,1,1
2016-12-20,3.9242,1,269,1,1
2016-12-21,34.91153,1,269,1,1
2016-12-22,7.31165,1,269,1,1
2016-12-23,21.222924,1,269,1,1
2016-12-24,29.038628,1,269,1,1
2016-12-25,13.488601,1,269,1,1
2016-12-26,54.268404,1,269,1,1
2016-12-27,39.502654,1,269,1,1
2016-12-28,12.927251,1,269,1,1
2016-12-29,37.679577,1,269,1,1
2016-12-30,0.063685,1,269,1,1
2016-12-31,27.254481,1,269,1,1
2017-01-01,9.373704,1,269,1,1
2017-01-02,58.397323,1,269,1,1
2017-01-03,16.126167,1,269,1,1
2017-01-04,50.941878,1,269,1,1
2017-01-05,61.743022,1,269,1,1
2017-01-06,80.812702,1,269,1,1
2017-01-07,2.761186,1,269,1,1
2017-01-08,33.848779,1,269,1,1
2017-01-09,7.974695,1,269,1,1
2017-01-10,29.29077,1,269,1,1
2017-01-11,50.463195,1,269,1,1
2017-01-12,49.84641,1,269,1,1
2017-01-13,60.742184,1,269,1,1
2017-01-14,31.263489,1,269,1,1
2017-01-15,57.303252,1,269,1,1
2017-01-16,67.077139,1,269,1,1
2017-01-17,54.593633,1,269,1,1
2017-01-18,43.174091,1,269,1,1
2017-01-19,78.275831,1,269,1,1
2017-01-20,109.809066,1,269,1,1
2017-01-21,103.717864,1,269,1,1
2017-01-22,121.713456,1,269,1,1
2017-01-23,49.375991,1,269,1,1
2017-01-24,36.449225,1,269,1,1
2017-01-25,59.952564,1,269,1,1
2017-01-26,80.191553,1,269,1,1
2017-01-27,71.049589,1,269,1,1
2017-01-28,60.752705,1,269,1,1
2017-01-29,16.760714,1,269,1,1
2017-01-30,30.02327,1,269,1,1
2017-01-31,15.571878,1,269,1,1
2017-02-01,56.824408,1,269,1,1
2017-02-02,83.832723,1,269,1,1
2017-02-03,57.851696,1,269,1,1
2017-02-04,58.757955,1,269,1,1
2017-02-05,29.029969,1,269,1,1
2017-02-06,6.723058,1,269,1,1
2017-02-07,15.596034,1,269,1,1
2017-02-08,1.166022,1,269,1,1
2017-02-09,21.28569,1,269,1,1
2017-02-10,26.682823,1,269,1,1
2017-02-11,40.09568,1,269,1,1
2017-02-12,97.310698,1,269,1,1
2017-02-13,182.432032,1,269,1,1
2017-02-14,129.499138,1,269,1,1
2017-02-15,148.864659,1,269,1,1
2017-02-16,76.391544,1,269,1,1
2017-02-17,30.412096,1,269,1,1
2017-02-18,117.741971,1,269,1,1
2017-02-19,55.53207,1,269,1,1
2017-02-20,13.350828,1,269,1,1
2017-02-21,172.288175,1,269,1,1
2017-02-22,51.822967,1,269,1,1
2017-02-23,35.007766,1,269,1,1
2017-02-24,198.545866,1,269,1,1
2017-02-25,49.924336,1,269,1,1
2017-02-26,24.113038,1,269,1,1
2017-02-27,20.558485,1,269,1,1
2017-02-28,120.650156,1,269,1,1
2017-03-01,136.677983,1,269,1,1
2017-03-02,50.43331,1,269,1,1
2017-03-03,106.922373,1,269,1,1
2017-03-04,85.221076,1,269,1,1
2017-03-05,152.298703,1,269,1,1
2017-03-06,164.995871,1,269,1,1
2017-03-07,84.188631,1,269,1,1
2017-03-08,42.02761,1,269,1,1
2017-03-09,147.70893,1,269,1,1
2017-03-10,219.32653,1,269,1,1
2017-03-11,167.621157,1,269,1,1
2017-03-12,254.384678,1,269,1,1
2017-03-13,218.912539,1,269,1,1
2017-03-14,228.637988,1,269,1,1
2017-03-15,267.830927,1,269,1,1
2017-03-16,279.532545,1,269,1,1
2017-03-17,168.495582,1,269,1,1
2017-03-18,78.194856,1,269,1,1
2017-03-19,80.385915,1,269,1,1
2017-03-20,65.834411,1,269,1,1
2017-03-21,267.776361,1,269,1,1
2017-03-22,289.535184,1,269,1,1
2017-03-23,275.461954,1,269,1,1
2017-03-24,326.768929,1,269,1,1
2017-03-25,331.679489,1,269,1,1
2017-03-26,236.29511,1,269,1,1
2017-03-27,326.20938,1,269,1,1
2017-03-28,295.878773,1,269,1,1
2017-03-29,80.818265,1,269,1,1
2017-03-30,295.241218,1,269,1,1
2017-03-31,234.063517,1,269,1,1
2017-04-01,108.219121,1,269,1,1
2017-04-02,347.687972,1,269,1,1
2017-04-03,257.371592,1,269,1,1
2017-04-04,269.348578,1,269,1,1
2017-04-05,227.662994,1,269,1,1
2017-04-06,225.158659,1,269,1,1
2017-04-07,373.143445,1,269,1,1
2017-04-08,233.366036,1,269,1,1
2017-04-09,396.028873,1,269,1,1
2017-04-10,311.005513,1,269,1,1
2017-04-11,353.852404,1,269,1,1
2017-04-12,82.601734,1,269,1,1
2017-04-13,308.776307,1,269,1,1
2017-04-14,216.09514,1,269,1,1
2017-04-15,246.739257,1,269,1,1
2017-04-16,248.0009,1,269,1,1
2017-04-17,410.650831,1,269,1,1
2017-04-18,324.797251,1,269,1,1
2017-04-19,302.821703,1,269,1,1
2017-04-20,392.54082,1,269,1,1
2017-04-21,209.026657,1,269,1,1
2017-04-22,220.808243,1,269,1,1
2017-04-23,246.340296,1,269,1,1
2017-04-24,178.803105,1,269,1,1
2017-04-25,342.940577,1,269,1,1
2017-04-26,407.128126,1,269,1,1
2017-04-27,359.876834,1,269,1,1
2017-04-28,289.856784,1,269,1,1
2017-04-29,391.632133,1,269,1,1
2017-04-30,467.120366,1,269,1,1
2017-05-01,123.384578,1,269,1,1
2017-05-02,204.783888,1,269,1,1
2017-05-03,177.653682,1,269,1,1
2017-05-04,194.50893,1,269,1,1
2017-05-05,143.174105,1,269,1,1
2017-05-06,422.884138,1,269,1,1
2017-05-07,373.661139,1,269,1,1
2017-05-08,298.054871,1,269,1,1
2017-05-09,360.17356,1,269,1,1
2017-05-10,335.055419,1,269,1,1
2017-05-11,452.512221,1,269,1,1
2017-05-12,228.602888,1,269,1,1
2017-05-13,230.247851,1,269,1,1
2017-05-14,342.363954,1,269,1,1
2017-05-15,470.231875,1,269,1,1
2017-05-16,277.68651,1,269,1,1
2017-05-17,458.253717,1,269,1,1
2017-05-18,154.417004,1,269,1,1
2017-05-19,141.745947,1,269,1,1
2017-05-20,366.920564,1,269,1,1
2017-05-21,419.449847,1,269,1,1
2017-05-22,493.542174,1,269,1,1
2017-05-23,472.677795,1,269,1,1
2017-05-24,366.393684,1,269,1,1
2017-05-25,518.960566,1,269,1,1
2017-05-26,528.38091,1,269,1,1
2017-05-27,526.233123,1,269,1,1
2017-05-28,513.943036,1,269,1,1
2017-05-29,410.134248,1,269,1,1
2017-05-30,203.614772,1,269,1,1
2017-05-31,533.314287,1,269,1,1
2017-06-01,587.926341,1,269,1,1
2017-06-02,499.329431,1,269,1,1
2017-06-03,344.617086,1,269,1,1
2017-06-04,498.910871,1,269,1,1
2017-06-05,389.018137,1,269,1,1
2017-06-06,213.362888,1,269,1,1
2017-06-07,162.288534,1,269,1,1
2017-06-08,335.568697,1,269,1,1
2017-06-09,291.254369,1,269,1,1
2017-06-10,455.089676,1,269,1,1
2017-06-11,436.285828,1,269,1,1
2017-06-12,243.993752,1,269,1,1
2017-06-13,509.112561,1,269,1,1
2017-06-14,543.836605,1,269,1,1
2017-06-15,463.990977,1,269,1,1
2017-06-16,350.535292,1,269,1,1
2017-06-17,316.995553,1,269,1,1
2017-06-18,511.099078,1,269,1,1
2017-06-19,522.628612,1,269,1,1
2017-06-20,429.719309,1,269,1,1
2017-06-21,515.945012,1,269,1,1
2017-06-22,370.385131,1,269,1,1
2017-06-23,346.00424,1,269,1,1
2017-06-24,103.865956,1,269,1,1
2017-06-25,127.036198,1,269,1,1
2017-06-26,517.754365,1,269,1,1
2017-06-27,374.809583,1,269,1,1
2017-06-28,122.265678,1,269,1,1
2017-06-29,205.625716,1,269,1,1
2017-06-30,219.860918,1,269,1,1
2017-07-01,219.091587,1,269,1,1
2017-07-02,365.959265,1,269,1,1
2017-07-03,400.73508,1,269,1,1
2017-07-04,486.956687,1,269,1,1
2017-07-05,453.341605,1,269,1,1
2017-07-06,422.8991,1,269,1,1
2017-07-07,371.720109,1,269,1,1
2017-07-08,354.790884,1,269,1,1
2017-07-09,540.370585,1,269,1,1
2017-07-10,425.142999,1,269,1,1
2017-07-11,258.423142,1,269,1,1
2017-07-12,179.788272,1,269,1,1
2017-07-13,380.428211,1,269,1,1
2017-07-14,253.006865,1,269,1,1
2017-07-15,342.666959,1,269,1,1
2017-07-16,138.433502,1,269,1,1
2017-07-17,529.225248,1,269,1,1
2017-07-18,463.374476,1,269,1,1
2017-07-19,344.700968,1,269,1,1
2017-07-20,303.081284,1,269,1,1
2017-07-21,492.512705,1,269,1,1
2017-07-22,380.063473,1,269,1,1
2017-07-23,270.410144,1,269,1,1
2017-07-24,319.171936,1,269,1,1
2017-07-25,203.272279,1,269,1,1
2017-07-26,449.960536,1,269,1,1
2017-07-27,276.118185,1,269,1,1
2017-07-28,343.254347,1,269,1,1
2017-07-29,224.588148,1,269,1,1
2017-07-30,349.215336,1,269,1,1
2017-07-31,354.311146,1,269,1,1
2017-08-01,302.136239,1,269,1,1
2017-08-02,313.890013,1,269,1,1
2017-08-03,308.646834,1,269,1,1
2017-08-04,353.133862,1,269,1,1
2017-08-05,306.80268,1,269,1,1
2017-08-06,361.969871,1,269,1,1
2017-08-07,441.285959,1,269,1,1
2017-08-08,115.364167,1,269,1,1
2017-08-09,314.546499,1,269,1,1
2017-08-10,314.679463,1,269,1,1
2017-08-11,241.965461,1,269,1,1
2017-08-12,226.893572,1,269,1,1
2017-08-13,344.870362,1,269,1,1
2017-08-14,421.372717,1,269,1,1
2017-08-15,125.994834,1,269,1,1
2017-08-16,344.894997,1,269,1,1
2017-08-17,116.101412,1,269,1,1
2017-08-18,195.095131,1,269,1,1
2017-08-19,317.598306,1,269,1,1
2017-08-20,291.653873,1,269,1,1
2017-08-21,313.282607,1,269,1,1
2017-08-22,340.501992,1,269,1,1
2017-08-23,318.982215,1,269,1,1
2017-08-24,281.446333,1,269,1,1
2017-08-25,307.374934,1,269,1,1
2017-08-26,329.049877,1,269,1,1
2017-08-27,392.502615,1,269,1,1
2017-08-28,362.686923,1,269,1,1
2017-08-29,315.288508,1,269,1,1
2017-08-30,67.049636,1,269,1,1
2017-08-31,296.94618,1,269,1,1
2017-09-01,282.882812,1,269,1,1
2017-09-02,305.741327,1,269,1,1
2017-09-03,290.007267,1,269,1,1
2017-09-04,346.203686,1,269,1,1
2017-09-05,177.934762,1,269,1,1
2017-09-06,143.302587,1,269,1,1
2017-09-07,190.814043,1,269,1,1
2017-09-08,41.733836,1,269,1,1
2017-09-09,174.673298,1,269,1,1
2017-09-10,290.370849,1,269,1,1
2017-09-11,225.595178,1,269,1,1
2017-09-12,251.43511,1,269,1,1
2017-09-13,171.081203,1,269,1,1
2017-09-14,127.737809,1,269,1,1
2017-09-15,208.497234,1,269,1,1
2017-09-16,120.220165,1,269,1,1
2017-09-17,191.99883,1,269,1,1
2017-09-18,202.497195,1,269,1,1
2017-09-19,242.14476,1,269,1,1
2017-09-20,184.386121,1,269,1,1
2017-09-21,242.949044,1,269,1,1
2017-09-22,159.44576,1,269,1,1
2017-09-23,284.170793,1,269,1,1
2017-09-24,225.865904,1,269,1,1
2017-09-25,100.748559,1,269,1,1
2017-09-26,138.865693,1,269,1,1
2017-09-27,165.397458,1,269,1,1
2017-09-28,93.286414,1,269,1,1
2017-09-29,141.714929,1,269,1,1
2017-09-30,66.296574,1,269,1,1
2017-10-01,161.068909,1,269,1,1
2017-10-02,129.830571,1,269,1,1
2017-10-03,206.976518,1,269,1,1
2017-10-04,123.956744,1,269,1,1
2017-10-05,172.166847,1,269,1,1
2017-10-06,177.322997,1,269,1,1
2017-10-07,46.033664,1,269,1,1
2017-10-08,157.058439,1,269,1,1
2017-10-09,53.441405,1,269,1,1
2017-10-10,60.268822,1,269,1,1
2017-10-11,55.244097,1,269,1,1
2017-10-12,129.511364,1,269,1,1
2017-10-13,108.031997,1,269,1,1
2017-10-14,163.201908,1,269,1,1
2017-10-15,168.955049,1,269,1,1
2017-10-16,151.493989,1,269,1,1
2017-10-17,77.640799,1,269,1,1
2017-10-18,167.032695,1,269,1,1
2017-10-19,131.127937,1,269,1,1
2017-10-20,92.6062,1,269,1,1
2017-10-21,98.273141,1,269,1,1
2017-10-22,96.376946,1,269,1,1
2017-10-23,69.460529,1,269,1,1
2017-10-24,24.778291,1,269,1,1
2017-10-25,64.568494,1,269,1,1
2017-10-26,75.718822,1,269,1,1
2017-10-27,139.605552,1,269,1,1
2017-10-28,47.041874,1,269,1,1
2017-10-29,111.985244,1,269,1,1
2017-10-30,138.665735,1,269,1,1
2017-10-31,61.476709,1,269,1,1
2017-11-01,70.506065,1,269,1,1
2017-11-02,79.033442,1,269,1,1
2017-11-03,50.809218,1,269,1,1
2017-11-04,89.44098,1,269,1,1
2017-11-05,105.617731,1,269,1,1
2017-11-06,97.010524,1,269,1,1
2017-11-07,144.070716,1,269,1,1
2017-11-08,0.0,1,269,1,1
2017-11-09,66.008692,1,269,1,1
2017-11-10,39.085771,1,269,1,1
2017-11-11,55.428264,1,269,1,1
2017-11-12,42.733812,1,269,1,1
2017-11-13,62.57707,1,269,1,1
2017-11-14,40.852131,1,269,1,1
2017-11-15,19.167957,1,269,1,1
2017-11-16,19.607183,1,269,1,1
2017-11-17,76.256889,1,269,1,1
2017-11-18,39.765203,1,269,1,1
2017-11-19,92.948366,1,269,1,1
2017-11-20,24.632966,1,269,1,1
2017-11-21,17.297523,1,269,1,1
2017-11-22,70.043791,1,269,1,1
2017-11-23,32.453518,1,269,1,1
2017-11-24,52.762452,1,269,1,1
2017-11-25,45.739092,1,269,1,1
2017-11-26,39.062323,1,269,1,1
2017-11-27,0.0,1,269,1,1
2017-11-28,23.805728,1,269,1,1
